grupo,ano,fecha_de_la_primera_nota_que_refiere_al_hallazgo,estado,cve_ente,ciudad_o_localidad,municipio,cve_muni,sitio_de_hallazgo,latitud,longitud,numero_de_fosas,numero_de_cuerpos,masculino,femenino,restos_si_1_no_0,total_restos,osamentas,total_de_cuerpos_y_osamentas,personas_identificadas,pdfs,vinculo_al_archivo_de_internet,nombre_del_medio,vinculo_web_al_medio_digital,averiguacion_previa_estatus_ap_ci,personas_consignadas,delitos_por_los_que_fueron_consignados,estado_procesal,observaciones,fosas_altas,cuerpos_altos,restos_altos
grupo_dos,2010,31/07/10,Nuevo León,19,na,El Carmen,10,na,na,na,1,na,na,na,1,na,na,na,na,FOSAS CUERPOS 2006-12 (23) pag 52,na,Proceso,na,na,na,na,na,na,1,na,na
grupo_dos,2010,19/11/10,Nuevo León,19,na,Guadalupe,26,en un panteón,na,na,1,2,2,na,0,na,na,2,na,FOSAS CUERPOS 2006-2012 (17) pag 277,na,El Norte,na,na,na,na,na,na,1,2,0
grupo_dos,2010,19/11/10,Oaxaca,20,Paraje  El Guamúchil,Oaxaca de Juárez-Santa María del Tule,409,na,na,na,1,1,1,na,0,na,na,1,na,FOSA EJECUTADO 2006-12 (1) pag 281; FOSAS CUERPOS 2006-2012 (17) 280,http://www.notimex.com.mx/admon/desc_nota1.php,Milenio; OAX Noticias,na,na,na,na,na,na,1,1,0
grupo_dos,2010,26/10/10,Oaxaca,20,la altura del kilómetro 204.7 de la carretera que va de Oaxaca  a Ixtlán de Juárez.,Ixtlán de Juárez,42,na,na,na,1,4,3,1,0,na,na,4,na,FOSA CUERPOS 2006-12 (21) pag 122,http://www.notimex.com.mx/admon/desc_nota1.php,Notimex,na,na,na,na,na,na,1,4,0
grupo_dos,2010,08/06/10,Quintana Roo,23,carretera libre de Cancún,Benito Juárez,5,na,na,na,1,6,4,2,0,na,na,6,"Isaías de Jesús Valenzuela Ruiz, Francisco Silva Ruiz",FOSA EJECUTADO 2006-12 (1)pag  342; fosas clandestinas 2006-2012 (44) pag 42; FOSAS CUERPOS 2006-12 (24) pag 66,na,El Universal; Ovaciones,na,na,na,na,na,na,4,12,0
grupo_dos,2010,01/11/12,Sinaloa,25,na,El Fuerte,10,na,na,na,1,1,1,na,0,na,na,1,José Luis Romero,Fosas clandestinas 2006-2012 (1) pag 341,http://www.debate.com.mx/eldebate/noticias/default.asp?IdArt=12633951&amp;IdCat=12302,SIN El Debate,na,na,na,na,na,na,1,1,0
grupo_dos,2010,19/03/10,Sonora,26,na,Agua Prieta,2,na,na,na,1,4,na,na,0,na,na,4,na,FOSAS CUERPOS 2006-12 (25) pag 108,na,Milenio,na,na,na,na,na,na,1,4,0
grupo_dos,2010,22/03/10,Sonora,26,na,Altar,4,na,na,na,na,3,na,na,0,na,na,3,na,fosas clandestinas 2006-2012 (44) pag 68,http://www.jornada.unam.mx/2010/03/21/portada.pdf,La Jornada,na,na,na,na,na,na,na,3,0
grupo_dos,2010,19/12/10,Sonora,26,na,Hermosillo,30,na,na,na,1,5,na,na,0,na,na,5,na,FOSAS CUERPOS 2006-2012 (17) pag 127,na,Ovaciones,na,na,na,na,na,na,1,5,0
grupo_dos,2010,11/11/10,Sonora,26,na,Puerto Peñasco,48,na,na,na,1,3,na,3,0,na,na,3,"Jessica Adriana Quijada Miramontes, Juana y Rosario Álvarez Zepeda",fosas cuerpos 2006-12 (18) pag 122,http://www.reforma.com/nacional/articulo/584/1167074/,Reforma,na,na,na,na,na,na,1,3,0
grupo_dos,2010,20/01/10,Sonora,26,na,Rosario,51,en la sierra,na,na,1,5,3,2,0,na,na,5,na,FOSA EJECUTADO 2006-12 (1) pag 348 ;FOSAS CUERPOS 2006-12 (26) pag 37,na,Impacto Diario; Excelsior,na,na,na,na,na,na,1,5,0
grupo_dos,2010,22/03/10,Sonora,26,en camino a El Sásebe,Sáric,60,brecha,na,na,1,2,na,na,0,na,na,2,na,FOSAS CUERPOS 2006-12 (25) pag 100,na,Milenio,na,na,na,na,na,na,1,2,0
grupo_dos,2010,07/09/10,Tamaulipas,28,na,San Fernando,35,en una finca,na,na,1,2,na,na,0,na,na,2,na,FOSAS CLANDESTINAS 2006-2012 (42) pag 76,na,Ovaciones,na,na,na,na,na,na,1,2,0
grupo_dos,2010,07/12/10,Tamaulipas,28,na,Guerrero,14,Rancho Los Angelinos,na,na,1,1,na,na,0,na,na,1,na,FOSAS CUERPOS 2006-2012 (17) pag 205,na,La Razón de México,na,na,na,na,na,na,1,1,0
grupo_dos,2010,05/10/10,Baja California,02,na,Tijuana,4,en un predio,na,na,1,3,2,1,0,na,na,3,na,FOSA CUERPOS 2006-12 (22) pag 32 ;FOSAS CLANDESTINAS 2006-2012 (42) pag 47,na,Excelsior,na,na,na,na,na,na,1,3,0
grupo_dos,2011,17/06/11,Aguascalientes,01,na,Aguascalientes,1,en el patio de una casa en el Fraccionamiento Pintores Mexicanos,na,na,1,1,1,na,0,na,na,1,NA,FOSA EJECUTADO 2006-12 (1) pag 128,http://www.hidrocalidodigital.com/poli/articulo.php?id=8594,AGS HIDROCALIDO,na,na,na,na,na,na,1,1,0
grupo_dos,2011,04/01/11,Chiapas,07,na,Benemérito de las Américas,114,na,na,na,1,2,2,na,0,na,na,2,Guillermo Caralampio y José Roselín Aguilar Gómez,FOSAS CUERPOS 2006-2012 (17) pag 72,na,Impacto,na,na,na,na,na,na,1,2,0
grupo_dos,2011,28/09/11,Chihuahua,08,kilómetro 22 de la carretera San Pedro-San Juanito,Bocoyna,9,na,na,na,1,2,na,2,0,na,na,2,Nancy Noemi Caraveo Paredes y Deisy Díaz Duarte,FOSA CUERPOS 2006-2012 (7) pag 26,http://eldiariodechihuahua.mx/notas.php?f=2011/09/27&amp;id=4daa2fc17bdc193651e1db242ee69e85,El Diario de Chihuahua,na,na,na,na,na,na,1,2,0
grupo_dos,2011,22/08/11,Chihuahua,08,Colonia 1 de Mayo,Chihuahua,19,Calles 57 y Sierra Las Lagartijas,na,na,1,2,1,1,0,na,na,2,Shaib Francisco Montes Durán y Fabiola Uranga Corral,FOSAS CUERPOS 2006-12 (8) pag 26,na,El Diario de Juárez,na,na,na,na,na,na,1,2,0
grupo_dos,2011,17/10/11,Chihuahua,08,Kilómetro 46 de la carretera Juárez-Porvenir,Guadalupe,28,A un costado del Río Bravo,na,na,3,3,3,na,0,na,na,3,na,Fosas clandestinas 2006-2012 (10) pags 77 y 88,na,El Norte y Reforma,na,na,na,na,na,na,3,3,0
grupo_dos,2011,30/08/11,Chihuahua,08,na,Guadalupe y Calvo,29,na,na,na,na,7,6,1,0,na,na,7,na,fosas clandestinas 2006-2012 (13) pag 49,http://impreso.milenio.com/node/9017502,Milenio,na,na,na,na,na,na,na,7,0
grupo_dos,2011,30/08/11,Chihuahua,08,na,Práxedis G. Guerrero,53,na,na,na,na,7,na,4,0,0,na,7,na,FOSA CUERPOS 2006-2012 (7) pag 162; fosas clandestinas 2006-2012 (13) pag 63,http://www.jornada.unam.mx/2011/08/30/politica/009n1pol,La Jornada,na,na,na,na,na,na,na,7,0
grupo_dos,2011,20/11/11,Chihuahua,08,na,Rosales,55,na,na,na,1,3,na,na,0,na,na,3,na,FOSAS CUERPOS 2006-12 (5) pag 209,na,El Sol de México,na,na,na,na,na,na,1,3,0
grupo_dos,2011,16/06/11,Coahuila de Zaragoza,05,Ejido la Parrita,General Cepeda,11,en un predio,na,na,1,na,na,na,1,112,na,na,na,fosa cuerpos 2006-12 (9) pag 44,na,Excelsior,na,na,na,na,na,na,1,0,112
grupo_dos,2011,22/01/11,Coahuila de Zaragoza,05,Carretera Torreón- Saltillo,Parras,24,Rancho las Marraneras,na,na,5,0,na,na,1,na,na,na,na,fosas clandestinas 2006-2012 (40) pags 99 y 102,http://www.jornada.unam.mx/2011/01/22/contraportada.pdf,La Jornada; Milenio,na,na,na,na,na,na,5,0,na
grupo_dos,2011,02/02/11,Colima,06,na,Armería,1,na,na,na,1,4,na,na,0,na,na,4,na,FOSAS CUERPOS 2006-12 (16) pag 239,na,El Sol de México,na,na,na,na,na,na,1,4,0
grupo_dos,2011,13/01/11,Ciudad de M�xico,09,na,La Magdalena Contreras,8,en un terreno baldío,na,na,1,1,na,1,0,na,na,1,na,FOSA EJECUTADO 2006-12 (1) pag 257,na,Metro,na,na,na,na,na,na,1,1,0
grupo_dos,2011,24/03/11,Durango,10,Ejido San José de Cañitas,Mapimí,13,en un banco de material para construcción,na,na,1,2,2,na,0,na,na,2,Mario Rafael Rodríguez Nájera y Jorge Medina López,fosa cuerpos 2006-12 (15) pag 211,http://www.elsiglodetorreon.com.mx/noticia/610988.encuentran-cuerpos-de-2-hombres-en-mapimi.html,COAH El Siglo de Torreón,na,na,na,na,na,na,1,2,0
grupo_dos,2011,17/05/11,Guanajuato,11,na,Uriangato,41,na,na,na,1,1,NA,1,0,NA,na,1,na,FOSA CUERPOS 2006-12 (10) pag 152,http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=737367,Excelsior,na,na,na,na,na,na,1,1,0
grupo_dos,2011,05/12/11,Guanajuato,11,na,Guanajuato,15,na,na,na,1,2,2,na,0,NA,na,2,na,FOSAS CUERPOS 2006-12 (5) pag 142,NA,LA OPINION DE APATZINGAN,na,na,na,na,na,na,1,2,0
grupo_dos,2011,07/12/11,Guerrero,12,na,Ahuacuotzingo-Chilapa de Álvarez,2,na,na,na,1,1,1,na,0,na,na,1,na,FOSAS CUERPOS 2006-12 (5) pag 131,na,El Universal,na,na,na,na,na,na,1,1,0
grupo_dos,2011,07/01/11,Guerrero,12,na,Juan R. Escudero,39,na,na,na,1,2,2,na,0,na,na,2,na,FOSAS CUERPOS 2006-2012 (17) pags 59 y 62,http://www.diario21.com/?module=displaystory&amp;story_id=66627&amp;format=html,Crónica y GRO Diario 21,na,na,na,na,na,na,1,2,0
grupo_dos,2011,20/05/11,Guerrero,12,Coacoyul,Zihuatanejo de Azueta,38,en una brecha de terracería,na,na,1,1,1,na,0,na,na,1,na,FOSA EJECUTADO 2006-12 (1) pag 148,na,MICH LA OPINIÓN DE MICHOACÁN,na,na,na,na,na,na,1,1,0
grupo_dos,2011,25/01/11,Hidalgo,13,na,Atotonilco de Tula,13,na,na,na,2,2,na,2,0,na,na,2,na,fosas clandestinas 2006-2012 (40) pag 96,http://impreso.milenio.com/node/8900976,Milenio,na,na,na,na,na,na,2,2,0
grupo_dos,2011,21/04/11,Jalisco,14,na,Atotonilco el Alto,13,na,na,na,1,2,na,na,0,na,na,2,na,Fosas clandestinas 2006-2012 (28) pag 179,na,Milenio,na,na,na,na,na,na,1,2,0
grupo_dos,2011,19/08/11,Jalisco,14,na,Jocotepec,50,fraccionamiento Roca Azul,na,na,2,3,na,na,0,na,na,3,na,fosas clandestinas 2006-2012 (13) pag 279,http://www.oem.com.mx/eloccidental/notas/n2192790.htm,El Occidental,na,na,na,na,na,na,2,3,0
grupo_dos,2011,13/10/11,Jalisco,14,na,Puerto Vallarta,67,na,na,na,1,1,1,na,0,na,na,1,na,Fosas clandestinas 2006-2012 (10) pag 128; FOSAS CUERPOS 2006-12 (6) pag 52,na,Mural; Milenio,na,na,na,na,na,na,3,4,0
grupo_dos,2011,21/07/11,Jalisco,14,Ejido San Felipe,Quitupan,69,na,na,na,1,1,na,na,0,na,na,1,na,FOSA CUERPOS 2006-2012 (7) pag 118; FOSAS CUERPOS 2006-12 (8) pag 165,na,Mural; Milenio,na,na,na,na,na,na,2,7,0
grupo_dos,2011,16/05/11,Jalisco,14,na,Tlajomulco de Zúñiga,97,na,na,na,1,1,na,na,0,na,na,1,na,FOSA CUERPOS 2006-12 (10) pag 190; FOSAS CUERPOS 2006-12 (8) pag 165,na,EL NUEVO MEXICANO; Mural,na,na,na,na,na,na,1,2,0
grupo_dos,2011,21/07/11,Jalisco,14,na,Tonalá,101,Cerro del Gato,na,na,1,1,1,na,0,na,na,1,Diego Francisco Martinez Franco,FOSAS CUERPOS 2006-12 (8) pag 165,na,Mural,na,na,na,na,na,na,1,1,0
grupo_dos,2011,09/07/11,Jalisco,14,na,Zapopan,120,Colonia La Junta de los Ocotes,na,na,1,1,1,na,0,na,na,1,Rafael Almenta Leaños,"FOSAS CUERPOS 2006-12 (8) pags 165, 237",na,Mural; El Universal,na,na,na,na,na,na,1,1,0
grupo_dos,2011,25/03/11,Michoacán de Ocampo,16,en la tenencia de La Mira,Lázaro Cárdenas,52,na,na,na,1,1,na,na,0,na,na,1,na,FOSA EJECUTADO 2006-12 (1) pag 190,http://gentedelbalsas.mx/index.php?option=com_k2&amp;view=item&amp;id=570:%C2%A1hallan-a-un-ejecutado-en-narco,MICH GENTE DEL BALSAS,na,na,na,na,na,na,1,1,0
grupo_dos,2011,04/11/11,Michoacán de Ocampo,16,na,Cojumatlán de Régules,74,Callejón de la Calera,na,na,1,na,na,na,0,na,1,1,na,FOSAS CUERPOS 2006-12 (5) pag 241; FOSAS CUERPOS 2006-12 (6) pag 104,na,ABC; La Voz,na,na,na,na,na,na,1,1,0
grupo_dos,2011,21/04/11,Michoacán de Ocampo,16,na,Penjamillo,67,Rancho Camino Real,na,na,1,na,na,na,1,na,na,na,na,FOSA EJECUTADO 2006-12 (1) pag 175,na,Mural,na,na,na,na,na,na,1,na,na
grupo_dos,2011,02/06/11,Michoacán de Ocampo,16,na,Madero,49,en un rancho,na,na,1,4,0,na,0,na,na,4,na,fosa cuerpos 2006-12 (9) pag 194,http://www.eluniversal.com.mx/estados/80640.html,El Universal,na,na,na,na,na,na,1,4,0
grupo_dos,2011,11/02/11,Morelos,17,El Pitayo,Tlaltizapán de Zapata,24,La mina El Caballo,na,na,1,1,na,na,1,na,na,1,na,FOSAS CUERPOS 2006-12 (16) pag 220,na,Metro,na,na,na,na,na,na,1,1,na
grupo_dos,2011,23/04/11,Nayarit,18,na,Rosamorada,10,na,na,na,1,1,1,na,0,na,na,1,na,FOSA CUERPOS 2006-12 (13) pag 42; FOSA EJECUTADO 2006-12 (1) pag 169,http://ejecentral.com.mx/ligas/externas/noticias/35920,Eje Central,na,na,na,na,na,na,1,1,0
grupo_dos,2011,23/12/11,Nayarit,18,Poblado de Platanitos,Tepic,17,predio La Loma del Toro,na,na,1,0,na,na,1,3,na,0,na,FOSA CUERPOS 2006-12 (4) pag 152,na,El Sol de México,na,na,na,na,na,na,1,0,3
grupo_dos,2011,08/12/11,Nuevo León,19,na,Cerralvo,11,na,na,na,1,7,na,na,0,na,na,7,na,FOSAS CUERPOS 2006-12 (5) pag 127,na,La Jornada,na,na,na,na,na,na,1,7,0
grupo_dos,2011,10/07/11,Nuevo León,19,na,Pesquería,41,Colonia Residencial Pesquería,na,na,2,3,na,na,1,na,na,3,na,fosas clandestinas 2006-2012 (15) pag189,na,El Norte,na,na,na,na,na,na,2,3,na
grupo_dos,2011,19/11/11,Nuevo León,19,na,Montemorelos,38,en un predio,na,na,5,2,na,na,1,na,na,2,na,FOSAS CLANDESTINAS 2006-2012(9) pag 237; FOSAS CUERPOS 2006-12 (5) pag210,na,Milenio,na,na,na,na,na,na,5,2,na
grupo_dos,2011,15/06/11,Oaxaca,20,na,San Andrés Zautla,102,na,na,na,1,10,1,na,0,na,na,10,na,fosa cuerpos 2006-12 (9) pag 43,na,Impacto,na,na,na,na,na,na,1,10,0
grupo_dos,2011,24/02/11,Puebla,21,na,Chignahuapan,53,camino de terracería,na,na,1,2,2,na,0,na,na,2,na,FOSAS CUERPOS 2006-12 (16) pag 180,http://www.terra.com.mx/noticias/articulo/1053071/Encuentran+dos+personas+ejecutadas+en+Puebla.htm,Terra,na,na,na,na,na,na,1,2,0
grupo_dos,2011,28/04/12,Puebla,21,na,Atlixco,19,en un paraje,na,na,1,1,1,na,0,na,na,1,Jethro Sanchez Santana,FOSAS CUERPOS 2006-12 (2) pag 123,na,Proceso,na,na,na,na,na,na,1,1,0
grupo_dos,2011,03/03/11,Querétaro,22,La Capula,Huimilpan,8,na,na,na,1,2,2,1,0,na,na,2,na,FOSAS CLANDESTINAS 2006-2012 (39) pag 226; fosas clandestinas 2006-2012 (40) pag 28,http://impreso.milenio.com/node/8920831,Milenio,na,na,na,na,na,na,1,3,0
grupo_dos,2011,15/02/11,Quintana Roo,23,na,Benito Juárez,5,avenida Guayacán,na,na,1,1,1,na,0,na,na,1,José Luis,FOSA EJECUTADO 2006-12 (1) pag 206; FOSAS CUERPOS 2006-12 (8) pag 278,http://www.dqr.com.mx/index.php/component/content/article/20-principales/9760-ejecutado-chavito,DIARIO DE QUINTANA ROO; Excelsior,na,na,na,na,na,na,1,2,0
grupo_dos,2011,10/04/11,San Luis Potosí,24,comunidad de Palo Seco,Villa Juárez,52,a kilómetro y medio del camino vecinal que conduce de la cabecera municipal de Villa Juárez,na,na,1,2,na,2,0,na,na,2,NA,fosa cuerpos 2006-12 (15) pag 14,http://www.sanluishoy.com.mx/,SAN LUIS HOY,na,na,na,na,na,na,1,2,0
grupo_dos,2011,14/04/11,San Luis Potosí,24,na,Ciudad del Maíz,10,na,na,na,1,28,na,na,0,na,na,28,na,FOSAS CLANDESTINAS 2006-2012 (33) pag 213,na,EL FINANCIERO,na,na,na,na,na,na,1,28,0
grupo_dos,2011,27/02/11,San Luis Potosí,24,na,Ciudad Valles,13,río Valles,na,na,1,1,1,na,0,na,na,1,Federico Safi Chagnón,FOSAS CUERPOS 2006-12 (16) pag 168,na,PROCESO,na,na,na,na,na,na,1,1,0
grupo_dos,2011,21/10/11,San Luis Potosí,24,na,Cerro de San Pedro,9,predio cercano a Camino Cerro de San Pedro,na,na,2,3,3,na,0,na,na,3,na,FOSAS CUERPOS 2006-12 (6) pag 48,http://www.pulsoslp.com.mx/Noticias.aspx?Nota=5664,SLP PULSO,na,na,na,na,na,na,2,3,0
grupo_dos,2011,25/02/11,Sinaloa,25,na,Mazatlán,12,Sindicatura de Villa Unión,na,na,1,1,1,na,0,na,na,1,na,FOSA EJECUTADO 2006-12 (1) pag 205,na,Excelsior,na,na,na,na,na,na,1,1,0
grupo_dos,2011,04/05/11,Sinaloa,25,Ejido Plan de San Luis,Ahome,1,en un paraje,na,na,2,10,na,2,0,na,na,10,NA,FOSA CLANDESTINA 2006-2012(24) pag 37; FOSAS CUERPOS 2006-12 (12) pag 29,na,La Voz de Michoacán; La Voz,na,na,na,na,na,na,2,10,0
grupo_dos,2011,19/03/11,Sonora,26,na,Caborca,17,na,na,na,1,7,na,na,0,na,na,7,na,fosa cuerpos 2006-12 (15) pag 243; FOSAS CLANDESTINAS 2006-2012 (39) pag122,na,La Jornada,na,na,na,na,na,na,1,7,0
grupo_dos,2011,27/09/11,Sonora,26,Ejido El Realito,Hermosillo,30,cerca de un camino de terracería,na,na,1,2,2,na,0,na,na,2,na,FOSA CUERPOS 2006-2012 (7) pag 38,http://www.elvigia.com.mx/main/portada/74154-localizan-a-dos-en-fosa.html,SON EL VIGIA,na,na,na,na,na,na,1,4,0
grupo_dos,2011,19/03/11,Sonora,26,Ejido Lázaro Cárdenas,Puerto Peñasco,48,na,na,na,1,4,4,na,0,na,na,4,na,fosa cuerpos 2006-12 (15) pag 243; FOSAS CLANDESTINAS 2006-2012 (39) pag122,http://www.jornada.unam.mx/texto/015n1pol.htm,La Jornada,na,na,na,na,na,na,1,4,0
grupo_dos,2011,14/04/11,Tamaulipas,28,na,Nuevo Morelos,28,na,na,na,1,28,na,na,0,na,na,28,na,"MASACRE FOSAS 2006-2012 (1) pag 450, 459",na,Reforma,na,na,na,na,na,na,1,28,0
grupo_dos,2011,17/05/12,Veracruz de Ignacio de la Llave,30,na,Chinameca ,59,na,na,na,1,1,1,na,0,na,na,1,Noel López Olguín,FOSAS CUERPOS 2006-12 (2) pag 55,http://yucatan.com.mx/mexico/asesinan-en-xalapa-a-periodista-de-proceso,El Diario de Yucatán; Proceso,na,na,na,na,na,na,1,1,0
grupo_dos,2011,27/09/11,Zacatecas,32,na,El Plateado de  Joaquín Amaro,15,na,na,na,1,na,1,na,0,na,1,1,na,FOSA CLANDESTINA 2006-2012(12) pag 90,http://www.reforma.com/nacional/articulo/626/1251648/,Reforma,na,na,na,na,na,na,1,1,0
grupo_dos,2011,25/10/11,Zacatecas,32,na,Fresnillo,10,en el Pardillo I,na,na,1,3,3,na,0,na,na,3,"Rubén Esquivel Pacheco, Omar Edgar Hernández Hernández y Efraín Torres Muro",FOSAS CUERPOS 2006-12 (6) pag 29,http://www.oem.com.mx/elsoldezacatecas/notas/n2281125.htm,El Sol de Zacatecas,na,na,na,na,na,na,1,3,0
grupo_dos,2011,26/03/11,Zacatecas,32,Ejido La Purísima,General Pánfilo Natera,16,na,na,na,4,na,na,na,1,na,na,na,na,FOSAS CLANDESTINAS 2006-2012 (39) pag 109,na,Crónica,na,na,na,na,na,na,4,na,na
grupo_dos,2012,15/03/12,Baja California,02,Colonia Rinconada,Tijuana,4,patio de una vivienda,na,na,1,2,1,1,0,na,na,2,na,fosas clandestinas 2006-2012 (5) pag 66,http://www.oem.com.mx/laprensa/notas/n2469076.htm,La Prensa,na,na,na,na,na,na,1,2,0
grupo_dos,2012,13/08/12,Chihuahua,08,Colonia Felipe Ángeles,Chihuahua,19,en una casa,na,na,1,1,na,1,0,na,na,1,na,FOSA CUERPOS 2006-12 (1) pag 118,http://www.ljz.mx/index.php?option=com_content&amp;view=article&amp;id=25953:matan-a-14-en-jornada-violenta-en-chi,La Jornada,na,na,na,na,na,na,1,1,0
grupo_dos,2012,27/08/12,Chihuahua,08,Kilómetro 33 carretera Tomochi- Cocachi,Guerrero,31,na,na,na,1,3,na,na,0,na,na,3,na,FOSA CUERPOS 2006-12 (1) pag 32; Fosas clandestinas 2006-2012 (2) pag 198,http://www.excelsior.com.mx/index.php?m=nota&amp;seccion=seccion-nacional&amp;cat=1&amp;id_nota=855701,Excelsior; Ex online,na,na,na,na,na,na,1,3,0
grupo_dos,2012,02/05/12,Coahuila de Zaragoza,05,Ejido San Juan del Retiro,Saltillo-Viesca,30,na,na,na,1,3,1,3,0,na,na,3,"Ana Karen López Pichardo, Silvia Patricia Quintero, Viridiana Raquel de León",FOSAS CUERPOS 2006-12 (2) pag 106,na,La Voz de Michoacán,na,na,na,na,na,na,1,3,0
grupo_dos,2012,24/11/12,Coahuila de Zaragoza,05,libramiento Eliseo Mendoza Berrueto,Monclova,18,en un predio,na,na,1,2,2,na,0,na,na,2,na,Fosas clandestinas 2006-2012 (1) pag 262,na,Reforma,na,na,na,na,na,La nota menciona entre dos munis ,1,2,0
grupo_dos,2012,09/11/12,Coahuila de Zaragoza,05,El Laguito Mexicano,Piedras Negras,25,na,na,na,na,4,na,na,0,na,na,4,na,Fosas clandestinas 2006-2012 (1) pag 323,http://www.lacronica.com/EdicionEnLinea/Notas/Nacional/08112012/638226.aspx,BC La Crónica,na,na,na,na,na,na,na,4,0
grupo_dos,2012,22/08/12,Coahuila de Zaragoza,05,na,Piedras Negras,25,na,na,na,1,37,na,na,0,na,na,37,na,Fosas clandestinas 2006-2012 (2) pag 207,http://www.excelsior.com.mx/index.php?m=nota&amp;seccion=seccion-nacional&amp;cat=1&amp;id_nota=854862,Ex Online,na,na,na,na,na,na,1,37,0
grupo_dos,2012,29/01/12,Guanajuato,11,Colonia El Pintor,Villagrán,44,empresa Conticon,na,na,1,3,1,1,0,NA,na,3,na,fosa cuerpos 2006-12 (3) pag 274 ; FOSA CUERPOS 2006-12 (4) pag 10,na,El Sol de México,na,na,na,na,na,na,2,3,0
grupo_dos,2012,20/11/12,Guerrero,12,na,Eduardo Neri,75,na,na,na,1,10,na,na,0,na,na,10,na,Fosas clandestinas 2006-2012 (1) pags 293; 296,na,El gráfico y Reforma,na,na,na,na,na,na,1,10,0
grupo_dos,2012,18/01/12,Guerrero,12,Tierra Colorada,Juan R. Escudero,39,na,na,na,1,4,3,1,0,na,na,4,"un profesor, así como un soldado del Ejército, su esposa e hijo",FOSA CUERPOS 2006-12 (4) pag 56,http://www.eldiariodecoahuila.com.mx/notas/2012/1/18/exhuman-cuerpos-narcofosa-273532.asp,Diario de Coahuila,na,na,na,na,na,na,1,4,0
grupo_dos,2012,24/05/12,Jalisco,14,na,Cocula,24,predio La Tabla,na,na,1,2,2,na,0,na,na,2,Carlos Francisco Miranda Zárate y Gustavo Adolfo Calderón Hernández,FOSA CUERPOS 2006-12 (1) pag 317;  FOSAS CUERPOS 2006-12 (2) pag 12,http://www.notimex.com.mx/admon/desc_nota1.php,Milenio; Notimex,na,na,na,na,na,na,1,2,0
grupo_dos,2012,20/01/12,Jalisco,14,na,Guadalajara,39,cancha de fútbol en las instalaciones de la FEG,na,na,2,5,5,na,0,na,na,5,"Armando Gómez Gallardo, Francisco Ismael Gómez Saucedo , Francisco Javier Carrillo García, Gabriel Morán Cervantes y Juan Pablo Valentín Guerrero",FOSA CUERPOS 2006-12 (4) pag 34,http://impreso.milenio.com/node/9098306,Jal Publico,na,na,na,na,na,na,2,5,0
grupo_dos,2012,22/06/12,Jalisco,14,na,Lagos de Moreno,53,en el patio de una casa,na,na,1,2,2,na,0,na,na,2,Dorotea Martínez Muñiz y Roberto Lopez Veloz,FOSA CUERPOS 2006-12 (1) pag 272,na,Milenio,na,na,na,na,na,na,1,2,0
grupo_dos,2012,05/03/12,Jalisco,14,na,San Martín de Bolaños,76,brecha en el crucero del Miguelón a Tuxpan,na,na,1,2,2,na,0,na,na,2,na,fosa cuerpos 2006-12 (3) pag 47; fosas clandestinas 2006-2012 (5) pag 187,na,Milenio,na,na,na,na,na,na,1,3,0
grupo_dos,2012,28/12/12,Jalisco,14,San Martin de las Flores de Abajo,San Pedro Tlaquepaque,98,predio el Cerrito,na,na,1,1,1,na,0,na,na,1,na,Fosas clandestinas 2006-2012 (1) pag 26,na,Impacto,na,na,na,na,na,na,1,1,0
grupo_dos,2012,12/03/12,Jalisco,14,Delegación Los Guayabos,Zapopan,120,Calle Ruiz Orozco,na,na,1,3,na,na,0,na,na,3,na,FOSAS CUERPOS 2006-12 (2) pag 308,na,El Economista,na,na,na,na,na,na,1,3,0
grupo_dos,2012,18/01/12,Jalisco,14,na,Puerto Vallarta,67,cerca de una casa abandonada de adob,na,na,1,0,4,na,1,7,na,0,na,FOSA CUERPOS 2006-12 (4) pag 57,http://www.tribunadelabahia.com.mx/noticiasdepuertovallarta/index.cfm?op=por2&amp;recordID=38725&amp;seccion=Alert,Tribuna de la Bahía,na,na,na,na,na,na,1,0,7
grupo_dos,2012,31/07/12,Estado de México,15,Colonia Santa Cruz,Tlalmanalco,103,na,na,na,1,2,2,na,0,na,na,2,na,FOSA CUERPOS 2006-12 (1) pag 143;  FOSA EJECUTADO 2006-12 (1) pag 24,http://www.oem.com.mx/elsoldetoluca/notas/n2639130.htm ; http://www.ljz.mx/index.php?option=com_content&amp;view=article&amp;id=25061:violencia-del-crimen-organizado-deja-18,El Sol de Toluca; La Jornada,na,na,na,na,na,na,1,2,0
grupo_dos,2012,17/08/12,Estado de México,15,na,Valle de Bravo,110,en una zona boscosa,na,na,1,5,na,na,0,na,na,5,na,FOSA CUERPOS 2006-12 (1) pag 90,na,El Sol de México,na,na,na,na,na,na,1,5,0
grupo_dos,2012,22/08/12,Michoacán de Ocampo,16,na,Morelia,53,na,na,na,6,na,na,na,1,na,na,na,na,FOSA CUERPOS 2006-12 (1) pag 58,na,Ovaciones,na,na,na,na,na,na,6,na,na
grupo_dos,2012,07/03/12,Morelos,17,paraje Las Truchas,Cuernavaca,7,en una zona boscosa,na,na,1,1,1,na,0,na,na,1,na,fosa cuerpos 2006-12 (3) pag 40,na,Excelsior,na,na,na,na,na,na,1,1,0
